LinkID,RoadName,RoadCategory,SpeedBand,MinimumSpeed,MaximumSpeed,Location,start_latitude,start_longitude,end_latitude,end_longitude
103000080,PAN ISLAND EXPRESSWAY,A,8,70,999,1.3436196253925365 103.78499221155269 1.3431444683048892 103.78388724345461,1.3436196253925365,103.78499221155269,1.3431444683048892,103.78388724345461
103000086,AMBER ROAD,C,3,20,29,1.3009014346769388 103.90150591557894 1.3000155854751687 103.90006277560406,1.3009014346769388,103.90150591557894,1.3000155854751687,103.90006277560406
103000087,AMBER ROAD,C,3,20,29,1.3000155854751687 103.90006277560406 1.3009014346769388 103.90150591557894,1.3000155854751687,103.90006277560406,1.3009014346769388,103.90150591557894
103000090,ANG MO KIO AVENUE 4,C,4,30,39,1.3795549789334551 103.83982137005759 1.3778764702530613 103.83969577191468,1.3795549789334551,103.83982137005759,1.3778764702530613,103.83969577191468
103000091,ANG MO KIO AVENUE 4,C,3,20,29,1.3778764702530613 103.83969577191468 1.3795549789334551 103.83982137005759,1.3778764702530613,103.83969577191468,1.3795549789334551,103.83982137005759
103000094,JALAN TUPAI,E,7,60,69,1.302018104115238 103.82687869301155 1.3025271098303324 103.82774617488765,1.302018104115238,103.82687869301155,1.3025271098303324,103.82774617488765
103000095,JALAN TUPAI,E,8,70,999,1.3025271098303324 103.82774617488765 1.302018104115238 103.82687869301155,1.3025271098303324,103.82774617488765,1.302018104115238,103.82687869301155
103000098,TOMLINSON ROAD,D,3,20,29,1.3034535281731428 103.82621354051224 1.302018104115238 103.82687869301155,1.3034535281731428,103.82621354051224,1.302018104115238,103.82687869301155
103000099,TOMLINSON ROAD,D,8,70,999,1.302018104115238 103.82687869301155 1.3034535281731428 103.82621354051224,1.302018104115238,103.82687869301155,1.3034535281731428,103.82621354051224
103000106,SHREWSBURY ROAD,E,4,30,39,1.3185208604394962 103.8497306240015 1.3182839067307601 103.8484896779184,1.3185208604394962,103.8497306240015,1.3182839067307601,103.8484896779184
103000107,SHREWSBURY ROAD,E,4,30,39,1.3182839067307601 103.8484896779184 1.3185208604394962 103.8497306240015,1.3182839067307601,103.8484896779184,1.3185208604394962,103.8497306240015
103000110,TELOK BLANGAH HEIGHTS,D,3,20,29,1.2771369059505562 103.81040355919788 1.277633353991097 103.80909264308315,1.2771369059505562,103.81040355919788,1.277633353991097,103.80909264308315
103000111,TELOK BLANGAH HEIGHTS,D,4,30,39,1.277633353991097 103.80909264308315 1.2771369059505562 103.81040355919788,1.277633353991097,103.80909264308315,1.2771369059505562,103.81040355919788
103000114,TELOK BLANGAH HEIGHTS,D,3,20,29,1.277633353991097 103.80909264308315 1.2780189431917124 103.80767112662544,1.277633353991097,103.80909264308315,1.2780189431917124,103.80767112662544
103000115,TELOK BLANGAH HEIGHTS,D,4,30,39,1.2780189431917124 103.80767112662544 1.277633353991097 103.80909264308315,1.2780189431917124,103.80767112662544,1.277633353991097,103.80909264308315
103000118,TELOK BLANGAH HEIGHTS,D,4,30,39,1.2765900388648779 103.81171237266507 1.276042945010033 103.81302172471231,1.2765900388648779,103.81171237266507,1.276042945010033,103.81302172471231
103000119,TELOK BLANGAH HEIGHTS,D,3,20,29,1.276042945010033 103.81302172471231 1.2765900388648779 103.81171237266507,1.276042945010033,103.81302172471231,1.2765900388648779,103.81171237266507
103000122,PAN ISLAND EXPRESSWAY,A,8,70,999,1.350438528643087 103.69440892471033 1.3517801862142893 103.69536755921838,1.350438528643087,103.69440892471033,1.3517801862142893,103.69536755921838
103000123,PAN ISLAND EXPRESSWAY,A,7,60,69,1.3517801862142893 103.69536755921838 1.350438528643087 103.69440892471033,1.3517801862142893,103.69536755921838,1.350438528643087,103.69440892471033
103000124,WILKINSON ROAD,F,4,30,39,1.3022604164237386 103.88515409863628 1.3020018334230383 103.88506135448995,1.3022604164237386,103.88515409863628,1.3020018334230383,103.88506135448995
103000128,WILKIE ROAD,E,7,60,69,1.3021332006151927 103.84859614838282 1.3019803247888424 103.84892228360394,1.3021332006151927,103.84859614838282,1.3019803247888424,103.84892228360394
103000134,CAMP ROAD,D,4,30,39,1.3023326560971626 103.8192445570385 1.3019259729917443 103.8193666357108,1.3023326560971626,103.8192445570385,1.3019259729917443,103.8193666357108
103000135,CAMP ROAD,D,5,40,49,1.3019259729917443 103.8193666357108 1.3023326560971626 103.8192445570385,1.3019259729917443,103.8193666357108,1.3023326560971626,103.8192445570385
103000138,LENGKOK MERAK,E,4,30,39,1.3019154913408086 103.82562409886084 1.3021005061138486 103.82556786730588,1.3019154913408086,103.82562409886084,1.3021005061138486,103.82556786730588
103000139,LENGKOK MERAK,E,4,30,39,1.3021005061138486 103.82556786730588 1.3019154913408086 103.82562409886084,1.3021005061138486,103.82556786730588,1.3019154913408086,103.82562409886084
103000142,TANGLIN WALK,E,3,20,29,1.30277750949525 103.81714881291575 1.301902777906714 103.81671018445115,1.30277750949525,103.81714881291575,1.301902777906714,103.81671018445115
103000143,TANGLIN WALK,E,3,20,29,1.301902777906714 103.81671018445115 1.30277750949525 103.81714881291575,1.301902777906714,103.81671018445115,1.30277750949525,103.81714881291575
103000146,TANGLIN HILL,E,3,20,29,1.301902777906714 103.81671018445115 1.3020760157371165 103.81636988608547,1.301902777906714,103.81671018445115,1.3020760157371165,103.81636988608547
103000147,TANGLIN HILL,E,2,10,19,1.3020760157371165 103.81636988608547 1.301902777906714 103.81671018445115,1.3020760157371165,103.81636988608547,1.301902777906714,103.81671018445115
103000148,SOPHIA ROAD,E,8,70,999,1.3020505931348514 103.84753501033079 1.3018924565367096 103.84742450630118,1.3020505931348514,103.84753501033079,1.3018924565367096,103.84742450630118
103000152,ADIS ROAD,E,8,70,999,1.3018924565367096 103.84742450630118 1.3020981998994814 103.84735684695016,1.3018924565367096,103.84742450630118,1.3020981998994814,103.84735684695016
103000156,KRAMAT ROAD,B,1,0,9,1.3018714301953633 103.84120126880777 1.3024590972915757 103.84059908315483,1.3018714301953633,103.84120126880777,1.3024590972915757,103.84059908315483
103000162,AKYAB ROAD,E,2,10,19,1.3223315936500188 103.84782453064221 1.323225112339397 103.84825791705197,1.3223315936500188,103.84782453064221,1.323225112339397,103.84825791705197
103000163,AKYAB ROAD,E,8,70,999,1.323225112339397 103.84825791705197 1.3223315936500188 103.84782453064221,1.323225112339397,103.84825791705197,1.3223315936500188,103.84782453064221
103000166,OXFORD ROAD,E,2,10,19,1.3158766228467986 103.8525278217439 1.3154336431941307 103.853008273284,1.3158766228467986,103.8525278217439,1.3154336431941307,103.853008273284
103000167,OXFORD ROAD,E,2,10,19,1.3154336431941307 103.853008273284 1.3158766228467986 103.8525278217439,1.3154336431941307,103.853008273284,1.3158766228467986,103.8525278217439
103000170,KEMPAS ROAD,E,2,10,19,1.315899168782131 103.85944206093603 1.3154021442041506 103.85980837679445,1.315899168782131,103.85944206093603,1.3154021442041506,103.85980837679445
103000171,KEMPAS ROAD,E,7,60,69,1.3154021442041506 103.85980837679445 1.315899168782131 103.85944206093603,1.3154021442041506,103.85980837679445,1.315899168782131,103.85944206093603
103000174,JALAN KORMA,E,4,30,39,1.3157770120574521 103.84426743639843 1.3156603053759763 103.84390320841796,1.3157770120574521,103.84426743639843,1.3156603053759763,103.84390320841796
103000175,JALAN KORMA,E,2,10,19,1.3156603053759763 103.84390320841796 1.3157770120574521 103.84426743639843,1.3156603053759763,103.84390320841796,1.3157770120574521,103.84426743639843
103000176,STEVENS ROAD,F,4,30,39,1.3098922536055888 103.83345390955975 1.3097312042342106 103.83404900921593,1.3098922536055888,103.83345390955975,1.3097312042342106,103.83404900921593
103000182,ARDMORE PARK,D,2,10,19,1.3095892684441353 103.82839685211003 1.3097460950865234 103.82879350703922,1.3095892684441353,103.82839685211003,1.3097460950865234,103.82879350703922
103000183,ARDMORE PARK,D,3,20,29,1.3097460950865234 103.82879350703922 1.3095892684441353 103.82839685211003,1.3097460950865234,103.82879350703922,1.3095892684441353,103.82839685211003
103000186,ARDMORE PARK,D,4,30,39,1.3095892684441353 103.82839685211003 1.3102253421678596 103.82740509577657,1.3095892684441353,103.82839685211003,1.3102253421678596,103.82740509577657
103000187,ARDMORE PARK,D,2,10,19,1.3102253421678596 103.82740509577657 1.3095892684441353 103.82839685211003,1.3102253421678596,103.82740509577657,1.3095892684441353,103.82839685211003
103000190,ANTHONY ROAD,E,3,20,29,1.310468565405978 103.8376076936921 1.3095693665135413 103.8362897642633,1.310468565405978,103.8376076936921,1.3095693665135413,103.8362897642633
103000191,ANTHONY ROAD,E,4,30,39,1.3095693665135413 103.8362897642633 1.310468565405978 103.8376076936921,1.3095693665135413,103.8362897642633,1.310468565405978,103.8376076936921
103000194,CAIRNHILL ROAD,C,4,30,39,1.3095693665135413 103.8362897642633 1.310692335045372 103.83555854453066,1.3095693665135413,103.8362897642633,1.310692335045372,103.83555854453066
103000195,CAIRNHILL ROAD,C,4,30,39,1.310692335045372 103.83555854453066 1.3095693665135413 103.8362897642633,1.310692335045372,103.83555854453066,1.3095693665135413,103.8362897642633
103000198,KEMPAS ROAD,E,3,20,29,1.3156794372910703 103.85925389319206 1.315899168782131 103.85944206093603,1.3156794372910703,103.85925389319206,1.315899168782131,103.85944206093603
103000199,KEMPAS ROAD,E,3,20,29,1.315899168782131 103.85944206093603 1.3156794372910703 103.85925389319206,1.315899168782131,103.85944206093603,1.3156794372910703,103.85925389319206
103000202,ANG MO KIO AVENUE 4,C,3,20,29,1.3778764702530613 103.83969577191468 1.377082366481272 103.8395587643731,1.3778764702530613,103.83969577191468,1.377082366481272,103.8395587643731
103000203,ANG MO KIO AVENUE 4,C,2,10,19,1.377082366481272 103.8395587643731 1.3778764702530613 103.83969577191468,1.377082366481272,103.8395587643731,1.3778764702530613,103.83969577191468
103000206,ANG MO KIO AVENUE 4,C,3,20,29,1.3765237228546703 103.83946526641823 1.377082366481272 103.8395587643731,1.3765237228546703,103.83946526641823,1.377082366481272,103.8395587643731
