LinkID,RoadName,RoadCategory,SpeedBand,MinimumSpeed,MaximumSpeed,Location,start_latitude,start_longitude,end_latitude,end_longitude
103000366,LINCOLN ROAD,E,2,10,19,1.315854648211366 103.84294233512517 1.3167136667120711 103.84327853125002,1.315854648211366,103.84294233512517,1.3167136667120711,103.84327853125002
103000367,LINCOLN ROAD,E,3,20,29,1.3167136667120711 103.84327853125002 1.315854648211366 103.84294233512517,1.3167136667120711,103.84327853125002,1.315854648211366,103.84294233512517
103000374,ANG MO KIO AVENUE 8,C,4,30,39,1.3807123642926429 103.84500991262863 1.380684897925153 103.8451761128162,1.3807123642926429,103.84500991262863,1.380684897925153,103.8451761128162
103000375,ANG MO KIO AVENUE 8,C,2,10,19,1.380684897925153 103.8451761128162 1.3807123642926429 103.84500991262863,1.380684897925153,103.8451761128162,1.3807123642926429,103.84500991262863
103000378,SURREY ROAD,E,2,10,19,1.3157272395598174 103.84338520326874 1.315854648211366 103.84294233512517,1.3157272395598174,103.84338520326874,1.315854648211366,103.84294233512517
103000379,SURREY ROAD,E,2,10,19,1.315854648211366 103.84294233512517 1.3157272395598174 103.84338520326874,1.315854648211366,103.84294233512517,1.3157272395598174,103.84338520326874
103000382,SURREY ROAD,E,1,0,9,1.3156132848934614 103.84225443085381 1.3159382308514525 103.84261245053749,1.3156132848934614,103.84225443085381,1.3159382308514525,103.84261245053749
103000383,SURREY ROAD,E,2,10,19,1.3159382308514525 103.84261245053749 1.3156132848934614 103.84225443085381,1.3159382308514525,103.84261245053749,1.3156132848934614,103.84225443085381
103000386,WEE NAM ROAD,E,3,20,29,1.3147915862600077 103.84277519172518 1.3157272395598174 103.84338520326874,1.3147915862600077,103.84277519172518,1.3157272395598174,103.84338520326874
103000387,WEE NAM ROAD,E,2,10,19,1.3157272395598174 103.84338520326874 1.3147915862600077 103.84277519172518,1.3157272395598174,103.84338520326874,1.3147915862600077,103.84277519172518
103000390,MOHAMAD SULTAN ROAD,E,4,30,39,1.291162335870407 103.83939185990795 1.2909587737416484 103.83879622503638,1.291162335870407,103.83939185990795,1.2909587737416484,103.83879622503638
103000391,MOHAMAD SULTAN ROAD,E,3,20,29,1.2909587737416484 103.83879622503638 1.291162335870407 103.83939185990795,1.2909587737416484,103.83879622503638,1.291162335870407,103.83939185990795
103000394,MARTIN ROAD,E,3,20,29,1.2916111381542603 103.83840296152836 1.2909587737416484 103.83879622503638,1.2916111381542603,103.83840296152836,1.2909587737416484,103.83879622503638
103000395,MARTIN ROAD,E,4,30,39,1.2909587737416484 103.83879622503638 1.2916111381542603 103.83840296152836,1.2909587737416484,103.83879622503638,1.2916111381542603,103.83840296152836
103000406,SAIBOO STREET,E,3,20,29,1.2909587737416484 103.83879622503638 1.2896315925323827 103.83812231618583,1.2909587737416484,103.83879622503638,1.2896315925323827,103.83812231618583
103000407,SAIBOO STREET,E,3,20,29,1.2896315925323827 103.83812231618583 1.2909587737416484 103.83879622503638,1.2896315925323827,103.83812231618583,1.2909587737416484,103.83879622503638
103000408,STADIUM CRESCENT,F,3,20,29,1.304116421073875 103.88129074763484 1.303480947720935 103.88194501182524,1.304116421073875,103.88129074763484,1.303480947720935,103.88194501182524
103000414,JALAN KUBOR,E,3,20,29,1.3034705740870907 103.85962406762611 1.3041658180712976 103.85918340072986,1.3034705740870907,103.85962406762611,1.3041658180712976,103.85918340072986
103000415,JALAN KUBOR,E,3,20,29,1.3041658180712976 103.85918340072986 1.3034705740870907 103.85962406762611,1.3041658180712976,103.85918340072986,1.3034705740870907,103.85962406762611
103000418,TOMLINSON ROAD,D,6,50,59,1.30450312346212 103.82573244672774 1.3034535281731428 103.82621354051224,1.30450312346212,103.82573244672774,1.3034535281731428,103.82621354051224
103000419,TOMLINSON ROAD,D,3,20,29,1.3034535281731428 103.82621354051224 1.30450312346212 103.82573244672774,1.3034535281731428,103.82621354051224,1.30450312346212,103.82573244672774
103000422,BIDEFORD ROAD,C,3,20,29,1.3037416943275602 103.83626910885548 1.303367431108309 103.83695623568973,1.3037416943275602,103.83626910885548,1.303367431108309,103.83695623568973
103000423,BIDEFORD ROAD,C,5,40,49,1.303367431108309 103.83695623568973 1.3037416943275602 103.83626910885548,1.303367431108309,103.83695623568973,1.3037416943275602,103.83626910885548
103000430,CHATSWORTH ROAD,D,3,20,29,1.299700019895312 103.82447173073814 1.2997425241983005 103.82423630283773,1.299700019895312,103.82447173073814,1.2997425241983005,103.82423630283773
103000431,CHATSWORTH ROAD,D,8,70,999,1.2997425241983005 103.82423630283773 1.299700019895312 103.82447173073814,1.2997425241983005,103.82423630283773,1.299700019895312,103.82447173073814
103000432,DEVONSHIRE ROAD,E,5,40,49,1.299700493522719 103.83736801561635 1.299804080133152 103.83693000207771,1.299700493522719,103.83736801561635,1.299804080133152,103.83693000207771
103000438,CHATSWORTH ROAD,D,3,20,29,1.3002619350753117 103.8215795098097 1.2996880144700964 103.82122821735582,1.3002619350753117,103.8215795098097,1.2996880144700964,103.82122821735582
103000439,CHATSWORTH ROAD,D,3,20,29,1.2996880144700964 103.82122821735582 1.3002619350753117 103.8215795098097,1.2996880144700964,103.82122821735582,1.3002619350753117,103.8215795098097
103000446,PRINSEP STREET,B,5,40,49,1.3004162443480554 103.85026714446101 1.299920511324217 103.84973050315914,1.3004162443480554,103.85026714446101,1.299920511324217,103.84973050315914
103000447,PRINSEP STREET,B,1,0,9,1.299920511324217 103.84973050315914 1.3004162443480554 103.85026714446101,1.299920511324217,103.84973050315914,1.3004162443480554,103.85026714446101
103000448,RUTLAND ROAD,E,5,40,49,1.311229840433147 103.84910566257994 1.3113233168952205 103.84889480067116,1.311229840433147,103.84910566257994,1.3113233168952205,103.84889480067116
103000454,ORANGE GROVE ROAD,D,5,40,49,1.3112234836796168 103.82532382034226 1.3114913467964102 103.82511923783522,1.3112234836796168,103.82532382034226,1.3114913467964102,103.82511923783522
103000455,ORANGE GROVE ROAD,D,6,50,59,1.3114913467964102 103.82511923783522 1.3112234836796168 103.82532382034226,1.3114913467964102,103.82511923783522,1.3112234836796168,103.82532382034226
103000456,ORANGE GROVE ROAD,D,5,40,49,1.3112234836796168 103.82532382034226 1.3113363109408036 103.82493559289007,1.3112234836796168,103.82532382034226,1.3113363109408036,103.82493559289007
103000466,WINSTEDT DRIVE,E,5,40,49,1.3106771084130493 103.84231654800287 1.3112736986654532 103.84260572116985,1.3106771084130493,103.84231654800287,1.3112736986654532,103.84260572116985
103000467,WINSTEDT DRIVE,E,4,30,39,1.3112736986654532 103.84260572116985 1.3106771084130493 103.84231654800287,1.3112736986654532,103.84260572116985,1.3106771084130493,103.84231654800287
103000470,GILSTEAD ROAD,E,3,20,29,1.319061396656469 103.84092930386213 1.3188105351806543 103.84085187490123,1.319061396656469,103.84092930386213,1.3188105351806543,103.84085187490123
103000471,GILSTEAD ROAD,E,3,20,29,1.3188105351806543 103.84085187490123 1.319061396656469 103.84092930386213,1.3188105351806543,103.84085187490123,1.319061396656469,103.84092930386213
103000474,MOULMEIN RISE,E,8,70,999,1.3193341206043803 103.84649970636902 1.318792210179824 103.84759767077377,1.3193341206043803,103.84649970636902,1.318792210179824,103.84759767077377
103000475,MOULMEIN RISE,E,8,70,999,1.318792210179824 103.84759767077377 1.3193341206043803 103.84649970636902,1.318792210179824,103.84759767077377,1.3193341206043803,103.84649970636902
103000476,GRANGE ROAD,C,8,70,999,1.2995966073516918 103.82492836261135 1.299590087190852 103.82502125420042,1.2995966073516918,103.82492836261135,1.299590087190852,103.82502125420042
103000486,UPPER WILKIE ROAD,E,2,10,19,1.3040286035789885 103.84718841611495 1.303500829348059 103.84807244793292,1.3040286035789885,103.84718841611495,1.303500829348059,103.84807244793292
103000487,UPPER WILKIE ROAD,E,2,10,19,1.303500829348059 103.84807244793292 1.3040286035789885 103.84718841611495,1.303500829348059,103.84807244793292,1.3040286035789885,103.84718841611495
103000488,JALAN BENAAN KAPAL,E,4,30,39,1.303806415521386 103.88260774967814 1.304792453252485 103.88350989144139,1.303806415521386,103.88260774967814,1.304792453252485,103.88350989144139
103000494,STEVENS ROAD,C,4,30,39,1.3126031583342976 103.83124637127273 1.3123210243571486 103.83235126377782,1.3126031583342976,103.83124637127273,1.3123210243571486,103.83235126377782
103000495,STEVENS ROAD,C,5,40,49,1.3123210243571486 103.83235126377782 1.3126031583342976 103.83124637127273,1.3123210243571486,103.83235126377782,1.3126031583342976,103.83124637127273
103000498,SYED ALWI ROAD,E,3,20,29,1.3068304068438552 103.85870764712449 1.3063839358022185 103.85912667113942,1.3068304068438552,103.85870764712449,1.3063839358022185,103.85912667113942
103000499,SYED ALWI ROAD,E,2,10,19,1.3063839358022185 103.85912667113942 1.3068304068438552 103.85870764712449,1.3063839358022185,103.85912667113942,1.3068304068438552,103.85870764712449
103000506,BUCKLEY ROAD,E,3,20,29,1.316224036531867 103.84001801202565 1.316912438354752 103.84022564204443,1.316224036531867,103.84001801202565,1.316912438354752,103.84022564204443
103000507,BUCKLEY ROAD,E,3,20,29,1.316912438354752 103.84022564204443 1.316224036531867 103.84001801202565,1.316912438354752,103.84022564204443,1.316224036531867,103.84001801202565
103000514,ARTHUR ROAD,E,3,20,29,1.3014384798662653 103.88794327377201 1.3007662685213992 103.88781914331392,1.3014384798662653,103.88794327377201,1.3007662685213992,103.88781914331392
103000515,ARTHUR ROAD,E,4,30,39,1.3007662685213992 103.88781914331392 1.3014384798662653 103.88794327377201,1.3007662685213992,103.88781914331392,1.3014384798662653,103.88794327377201
103000516,CHENG YAN PLACE,E,5,40,49,1.3003646841996643 103.85417742366865 1.2995900710274935 103.8549671753034,1.3003646841996643,103.85417742366865,1.2995900710274935,103.8549671753034
103000522,ANG MO KIO AVENUE 8,C,4,30,39,1.3807436860731306 103.84424669062072 1.3807128617466986 103.84499903089491,1.3807436860731306,103.84424669062072,1.3807128617466986,103.84499903089491
103000523,ANG MO KIO AVENUE 8,C,2,10,19,1.3807128617466986 103.84499903089491 1.3807436860731306 103.84424669062072,1.3807128617466986,103.84499903089491,1.3807436860731306,103.84424669062072
103000526,ANG MO KIO AVENUE 8,C,3,20,29,1.368574220333337 103.84998011317111 1.3690128206372936 103.84973096070034,1.368574220333337,103.84998011317111,1.3690128206372936,103.84973096070034
103000527,ANG MO KIO AVENUE 8,C,3,20,29,1.3690128206372936 103.84973096070034 1.368574220333337 103.84998011317111,1.3690128206372936,103.84973096070034,1.368574220333337,103.84998011317111
103000530,BEDOK NORTH AVENUE 1,C,3,20,29,1.3266284824846761 103.92688480413254 1.3257932174490585 103.92699111651997,1.3266284824846761,103.92688480413254,1.3257932174490585,103.92699111651997
103000531,BEDOK NORTH AVENUE 1,C,4,30,39,1.3257932174490585 103.92699111651997 1.3266284824846761 103.92688480413254,1.3257932174490585,103.92699111651997,1.3266284824846761,103.92688480413254
103000534,BEDOK NORTH AVENUE 1,C,3,20,29,1.3257932174490585 103.92699111651997 1.3253879069403292 103.92704270518263,1.3257932174490585,103.92699111651997,1.3253879069403292,103.92704270518263
103000535,BEDOK NORTH AVENUE 1,C,3,20,29,1.3253879069403292 103.92704270518263 1.3257932174490585 103.92699111651997,1.3253879069403292,103.92704270518263,1.3257932174490585,103.92699111651997
103000538,BEDOK NORTH AVENUE 3,C,4,30,39,1.3305807737063633 103.93447239316134 1.3299795120811468 103.9345891987128,1.3305807737063633,103.93447239316134,1.3299795120811468,103.9345891987128
103000539,BEDOK NORTH AVENUE 3,C,4,30,39,1.3299795120811468 103.9345891987128 1.3305807737063633 103.93447239316134,1.3299795120811468,103.9345891987128,1.3305807737063633,103.93447239316134
103000542,CHATSWORTH ROAD,D,3,20,29,1.299700019895312 103.82447173073814 1.2995966073516918 103.82492836261135,1.299700019895312,103.82447173073814,1.2995966073516918,103.82492836261135
103000543,CHATSWORTH ROAD,D,3,20,29,1.2995966073516918 103.82492836261135 1.299700019895312 103.82447173073814,1.2995966073516918,103.82492836261135,1.299700019895312,103.82447173073814
103000550,QUEEN STREET,C,4,30,39,1.2995260904869215 103.85348852047383 1.3003646841996643 103.85417742366865,1.2995260904869215,103.85348852047383,1.3003646841996643,103.85417742366865
103000551,QUEEN STREET,C,4,30,39,1.3003646841996643 103.85417742366865 1.2995260904869215 103.85348852047383,1.3003646841996643,103.85417742366865,1.2995260904869215,103.85348852047383
103000554,CHATSWORTH ROAD,D,4,30,39,1.299859186451872 103.82000765106312 1.2995256187143942 103.8196669425863,1.299859186451872,103.82000765106312,1.2995256187143942,103.8196669425863
103000555,CHATSWORTH ROAD,D,3,20,29,1.2995256187143942 103.8196669425863 1.299859186451872 103.82000765106312,1.2995256187143942,103.8196669425863,1.299859186451872,103.82000765106312
103000558,TANGLIN HILL,E,5,40,49,1.3011053085669935 103.81805296688717 1.3014774243966796 103.81754655338793,1.3011053085669935,103.81805296688717,1.3014774243966796,103.81754655338793
103000559,TANGLIN HILL,E,5,40,49,1.3014774243966796 103.81754655338793 1.3011053085669935 103.81805296688717,1.3014774243966796,103.81754655338793,1.3011053085669935,103.81805296688717
103000562,JAVA ROAD,D,4,30,39,1.301806472610639 103.86270975462338 1.3010613159329476 103.86316751887426,1.301806472610639,103.86270975462338,1.3010613159329476,103.86316751887426
103000563,JAVA ROAD,D,4,30,39,1.3010613159329476 103.86316751887426 1.301806472610639 103.86270975462338,1.3010613159329476,103.86316751887426,1.301806472610639,103.86270975462338
103000564,KAMPONG ARANG ROAD,F,5,40,49,1.3011202434375964 103.88493813701652 1.3010447762182693 103.88439916122353,1.3011202434375964,103.88493813701652,1.3010447762182693,103.88439916122353
103000568,KAMPONG ARANG ROAD,F,8,70,999,1.3010447762182693 103.88439916122353 1.301661818312337 103.88468093944955,1.3010447762182693,103.88439916122353,1.301661818312337,103.88468093944955
103000574,KAMPONG ARANG ROAD,E,8,70,999,1.3010999072766916 103.88345318308859 1.3010447762182693 103.88439916122353,1.3010999072766916,103.88345318308859,1.3010447762182693,103.88439916122353
103000575,KAMPONG ARANG ROAD,E,7,60,69,1.3010447762182693 103.88439916122353 1.3010999072766916 103.88345318308859,1.3010447762182693,103.88439916122353,1.3010999072766916,103.88345318308859
103000576,GRANGE ROAD,C,8,70,999,1.2997159390706274 103.82516587459126 1.2997838115829037 103.82514573798137,1.2997159390706274,103.82516587459126,1.2997838115829037,103.82514573798137
103000582,GRANGE ROAD,C,5,40,49,1.3045514800189688 103.82322716383942 1.3045308153176574 103.82323542156517,1.3045514800189688,103.82322716383942,1.3045308153176574,103.82323542156517
103000583,GRANGE ROAD,C,3,20,29,1.3045308153176574 103.82323542156517 1.3045514800189688 103.82322716383942,1.3045308153176574,103.82323542156517,1.3045514800189688,103.82322716383942
103000586,GRANGE ROAD,C,5,40,49,1.3045308153176574 103.82323542156517 1.3039803203240277 103.82345537893475,1.3045308153176574,103.82323542156517,1.3039803203240277,103.82345537893475
103000587,GRANGE ROAD,C,4,30,39,1.3039803203240277 103.82345537893475 1.3045308153176574 103.82323542156517,1.3039803203240277,103.82345537893475,1.3045308153176574,103.82323542156517
103000590,STEVENS ROAD,C,4,30,39,1.3123210243571486 103.83235126377782 1.3115941685350712 103.83315772987676,1.3123210243571486,103.83235126377782,1.3115941685350712,103.83315772987676
103000591,STEVENS ROAD,C,5,40,49,1.3115941685350712 103.83315772987676 1.3123210243571486 103.83235126377782,1.3115941685350712,103.83315772987676,1.3123210243571486,103.83235126377782
103000594,ANG MO KIO AVENUE 8,C,4,30,39,1.3802644454971402 103.84603776256378 1.379102983292406 103.84700021880467,1.3802644454971402,103.84603776256378,1.379102983292406,103.84700021880467
103000595,ANG MO KIO AVENUE 8,C,3,20,29,1.379102983292406 103.84700021880467 1.3802644454971402 103.84603776256378,1.379102983292406,103.84700021880467,1.3802644454971402,103.84603776256378
103000598,ANG MO KIO AVENUE 8,C,4,30,39,1.379102983292406 103.84700021880467 1.3777027981180603 103.84756217854924,1.379102983292406,103.84700021880467,1.3777027981180603,103.84756217854924
103000599,ANG MO KIO AVENUE 8,C,4,30,39,1.3777027981180603 103.84756217854924 1.379102983292406 103.84700021880467,1.3777027981180603,103.84756217854924,1.379102983292406,103.84700021880467
103000602,ANG MO KIO AVENUE 8,C,3,20,29,1.3662705961072554 103.85128868333194 1.367423231286439 103.85063393131084,1.3662705961072554,103.85128868333194,1.367423231286439,103.85063393131084
103000603,ANG MO KIO AVENUE 8,C,3,20,29,1.367423231286439 103.85063393131084 1.3662705961072554 103.85128868333194,1.367423231286439,103.85063393131084,1.3662705961072554,103.85128868333194
103000606,ANG MO KIO AVENUE 8,C,3,20,29,1.367423231286439 103.85063393131084 1.368574220333337 103.84998011317111,1.367423231286439,103.85063393131084,1.368574220333337,103.84998011317111
103000607,ANG MO KIO AVENUE 8,C,3,20,29,1.368574220333337 103.84998011317111 1.367423231286439 103.85063393131084,1.368574220333337,103.84998011317111,1.367423231286439,103.85063393131084
103000610,BEDOK NORTH AVENUE 3,C,3,20,29,1.3353186430332342 103.9335643527379 1.3362098473363948 103.93335267093885,1.3353186430332342,103.9335643527379,1.3362098473363948,103.93335267093885
103000611,BEDOK NORTH AVENUE 3,C,4,30,39,1.3362098473363948 103.93335267093885 1.3353186430332342 103.9335643527379,1.3362098473363948,103.93335267093885,1.3353186430332342,103.9335643527379
103000614,BEDOK NORTH AVENUE 3,C,4,30,39,1.3362098473363948 103.93335267093885 1.3374601217637425 103.93309717189955,1.3362098473363948,103.93335267093885,1.3374601217637425,103.93309717189955
103000615,BEDOK NORTH AVENUE 3,C,4,30,39,1.3374601217637425 103.93309717189955 1.3362098473363948 103.93335267093885,1.3374601217637425,103.93309717189955,1.3362098473363948,103.93335267093885
103000626,JALAN BATU,D,3,20,29,1.3026531717253007 103.88251914863919 1.30192621857122 103.88332575871391,1.3026531717253007,103.88251914863919,1.30192621857122,103.88332575871391
103000627,JALAN BATU,D,3,20,29,1.30192621857122 103.88332575871391 1.3026531717253007 103.88251914863919,1.30192621857122,103.88332575871391,1.3026531717253007,103.88251914863919
103000634,PRINSEP STREET,B,6,50,59,1.3010823775748162 103.8508158905501 1.3018059374798563 103.85141396748956,1.3010823775748162,103.8508158905501,1.3018059374798563,103.85141396748956
103000635,PRINSEP STREET,B,5,40,49,1.3018059374798563 103.85141396748956 1.3010823775748162 103.8508158905501,1.3018059374798563,103.85141396748956,1.3010823775748162,103.8508158905501
103000638,ANG MO KIO AVENUE 8,C,4,30,39,1.373800752801476 103.84807630025367 1.3738803459530748 103.84806725212309,1.373800752801476,103.84807630025367,1.3738803459530748,103.84806725212309
103000639,ANG MO KIO AVENUE 8,C,5,40,49,1.3738803459530748 103.84806725212309 1.373800752801476 103.84807630025367,1.3738803459530748,103.84806725212309,1.373800752801476,103.84807630025367
103000642,ANG MO KIO AVENUE 8,C,4,30,39,1.380684897925153 103.8451761128162 1.3806504496395628 103.84538452798964,1.380684897925153,103.8451761128162,1.3806504496395628,103.84538452798964
103000643,ANG MO KIO AVENUE 8,C,2,10,19,1.3806504496395628 103.84538452798964 1.380684897925153 103.8451761128162,1.3806504496395628,103.84538452798964,1.380684897925153,103.8451761128162
103000646,ANG MO KIO AVENUE 8,C,4,30,39,1.3806409717745074 103.84540967903897 1.3802644454971402 103.84603776256378,1.3806409717745074,103.84540967903897,1.3802644454971402,103.84603776256378
103000647,ANG MO KIO AVENUE 8,C,3,20,29,1.3802644454971402 103.84603776256378 1.3806409717745074 103.84540967903897,1.3802644454971402,103.84603776256378,1.3806409717745074,103.84540967903897
103000648,DORSET ROAD,D,3,20,29,1.3135747759643635 103.85056989112493 1.3133901063939397 103.85032404665321,1.3135747759643635,103.85056989112493,1.3133901063939397,103.85032404665321
103000652,DORSET ROAD,D,4,30,39,1.3139573638553332 103.85107793387837 1.3135747759643635 103.85056989112493,1.3139573638553332,103.85107793387837,1.3135747759643635,103.85056989112493
103000656,KOEK ROAD,D,1,0,9,1.3015437525944837 103.84091228655736 1.3008488303169885 103.84068798960408,1.3015437525944837,103.84091228655736,1.3008488303169885,103.84068798960408
103000660,KOEK ROAD,D,2,10,19,1.3008488303169885 103.84068798960408 1.3007305484074356 103.8407011799061,1.3008488303169885,103.84068798960408,1.3007305484074356,103.8407011799061
103000666,CHATSWORTH AVENUE,D,5,40,49,1.3013080492862406 103.8196580733416 1.3010301634253092 103.81935013436056,1.3013080492862406,103.8196580733416,1.3010301634253092,103.81935013436056
103000667,CHATSWORTH AVENUE,D,5,40,49,1.3010301634253092 103.81935013436056 1.3013080492862406 103.8196580733416,1.3010301634253092,103.81935013436056,1.3013080492862406,103.8196580733416
103000670,CHATSWORTH AVENUE,D,5,40,49,1.3010301634253092 103.81935013436056 1.301661814609994 103.81892884778986,1.3010301634253092,103.81935013436056,1.301661814609994,103.81892884778986
103000671,CHATSWORTH AVENUE,D,6,50,59,1.301661814609994 103.81892884778986 1.3010301634253092 103.81935013436056,1.301661814609994,103.81892884778986,1.3010301634253092,103.81935013436056
103000674,GRANGE GARDEN,E,5,40,49,1.3010236529646493 103.82333385320139 1.3011896344812637 103.82423937068208,1.3010236529646493,103.82333385320139,1.3011896344812637,103.82423937068208
103000675,GRANGE GARDEN,E,5,40,49,1.3011896344812637 103.82423937068208 1.3010236529646493 103.82333385320139,1.3011896344812637,103.82423937068208,1.3010236529646493,103.82333385320139
103000678,GRANGE ROAD,C,4,30,39,1.3010236529646493 103.82333385320139 1.302429931449246 103.82340946928127,1.3010236529646493,103.82333385320139,1.302429931449246,103.82340946928127
103000679,GRANGE ROAD,C,4,30,39,1.302429931449246 103.82340946928127 1.3010236529646493 103.82333385320139,1.302429931449246,103.82340946928127,1.3010236529646493,103.82333385320139
103000682,WALSHE ROAD,E,4,30,39,1.3125573734728961 103.82752137157676 1.313527241870939 103.82776519981492,1.3125573734728961,103.82752137157676,1.313527241870939,103.82776519981492
103000683,WALSHE ROAD,E,5,40,49,1.313527241870939 103.82776519981492 1.3125573734728961 103.82752137157676,1.313527241870939,103.82776519981492,1.3125573734728961,103.82752137157676
103000686,WALSHE ROAD,E,7,60,69,1.3125573734728961 103.82752137157676 1.3128379691247396 103.82687900682744,1.3125573734728961,103.82752137157676,1.3128379691247396,103.82687900682744
103000687,WALSHE ROAD,E,3,20,29,1.3128379691247396 103.82687900682744 1.3125573734728961 103.82752137157676,1.3128379691247396,103.82687900682744,1.3125573734728961,103.82752137157676
103000690,ANG MO KIO AVENUE 8,C,4,30,39,1.3758474480274783 103.8478437532391 1.376136862862823 103.84781087621323,1.3758474480274783,103.8478437532391,1.376136862862823,103.84781087621323
103000691,ANG MO KIO AVENUE 8,C,5,40,49,1.376136862862823 103.84781087621323 1.3758474480274783 103.8478437532391,1.376136862862823,103.84781087621323,1.3758474480274783,103.8478437532391
103000694,BEDOK NORTH AVENUE 1,C,3,20,29,1.3244923386287593 103.9271573268364 1.324804408829976 103.92711737993756,1.3244923386287593,103.9271573268364,1.324804408829976,103.92711737993756
103000695,BEDOK NORTH AVENUE 1,C,3,20,29,1.324804408829976 103.92711737993756 1.3244923386287593 103.9271573268364,1.324804408829976,103.92711737993756,1.3244923386287593,103.9271573268364
103000698,BEDOK NORTH AVENUE 1,C,3,20,29,1.324804408829976 103.92711737993756 1.3253879069403292 103.92704270518263,1.324804408829976,103.92711737993756,1.3253879069403292,103.92704270518263
103000699,BEDOK NORTH AVENUE 1,C,3,20,29,1.3253879069403292 103.92704270518263 1.324804408829976 103.92711737993756,1.3253879069403292,103.92704270518263,1.324804408829976,103.92711737993756
103000702,BEDOK NORTH AVENUE 3,C,3,20,29,1.3374601217637425 103.93309717189955 1.337960130498252 103.93298866434807,1.3374601217637425,103.93309717189955,1.337960130498252,103.93298866434807
103000703,BEDOK NORTH AVENUE 3,C,4,30,39,1.337960130498252 103.93298866434807 1.3374601217637425 103.93309717189955,1.337960130498252,103.93298866434807,1.3374601217637425,103.93309717189955
103000706,BEDOK NORTH AVENUE 3,C,5,40,49,1.332470690656717 103.93410855531661 1.3331261420447007 103.93398349405123,1.332470690656717,103.93410855531661,1.3331261420447007,103.93398349405123
103000707,BEDOK NORTH AVENUE 3,C,4,30,39,1.3331261420447007 103.93398349405123 1.332470690656717 103.93410855531661,1.3331261420447007,103.93398349405123,1.332470690656717,103.93410855531661
103000710,BEDOK NORTH AVENUE 3,C,4,30,39,1.331517421090297 103.93429044700035 1.3305807737063633 103.93447239316134,1.331517421090297,103.93429044700035,1.3305807737063633,103.93447239316134
103000711,BEDOK NORTH AVENUE 3,C,4,30,39,1.3305807737063633 103.93447239316134 1.331517421090297 103.93429044700035,1.3305807737063633,103.93447239316134,1.331517421090297,103.93429044700035
103000714,FERNHILL CRESCENT,E,6,50,59,1.3125268779505506 103.82436435407683 1.3135710366962168 103.82365928526495,1.3125268779505506,103.82436435407683,1.3135710366962168,103.82365928526495
103000715,FERNHILL CRESCENT,E,4,30,39,1.3135710366962168 103.82365928526495 1.3125268779505506 103.82436435407683,1.3135710366962168,103.82365928526495,1.3125268779505506,103.82436435407683
103000718,FERNHILL CRESCENT,E,6,50,59,1.3125268779505506 103.82436435407683 1.3127715602878596 103.82367702570646,1.3125268779505506,103.82436435407683,1.3127715602878596,103.82367702570646
103000719,FERNHILL CRESCENT,E,6,50,59,1.3127715602878596 103.82367702570646 1.3125268779505506 103.82436435407683,1.3127715602878596,103.82367702570646,1.3125268779505506,103.82436435407683
103000720,PETAIN ROAD,E,2,10,19,1.312526882962598 103.85772496096 1.3128994765010902 103.85727722633219,1.312526882962598,103.85772496096,1.3128994765010902,103.85727722633219
103000726,LORONG TAHAR,E,6,50,59,1.3124852352944107 103.87542930190754 1.312609280269797 103.87582290449367,1.3124852352944107,103.87542930190754,1.312609280269797,103.87582290449367
103000727,LORONG TAHAR,E,8,70,999,1.312609280269797 103.87582290449367 1.3124852352944107 103.87542930190754,1.312609280269797,103.87582290449367,1.3124852352944107,103.87542930190754
103000732,PETAIN ROAD,E,3,20,29,1.3123222590147685 103.85796897801305 1.312526882962598 103.85772496096,1.3123222590147685,103.85796897801305,1.312526882962598,103.85772496096
103000738,WINSTEDT DRIVE,E,5,40,49,1.3108593785553044 103.84350297459066 1.3101593752468101 103.84297256751098,1.3108593785553044,103.84350297459066,1.3101593752468101,103.84297256751098
103000739,WINSTEDT DRIVE,E,5,40,49,1.3101593752468101 103.84297256751098 1.3108593785553044 103.84350297459066,1.3101593752468101,103.84297256751098,1.3108593785553044,103.84350297459066
103000742,WINSTEDT DRIVE,E,4,30,39,1.3104800021662708 103.84230465051553 1.3101593752468101 103.84297256751098,1.3104800021662708,103.84230465051553,1.3101593752468101,103.84297256751098
103000743,WINSTEDT DRIVE,E,4,30,39,1.3101593752468101 103.84297256751098 1.3104800021662708 103.84230465051553,1.3101593752468101,103.84297256751098,1.3104800021662708,103.84230465051553
103000746,DRAYCOTT PARK,D,4,30,39,1.3101476274410442 103.83149312374148 1.3105190500950636 103.83157663459096,1.3101476274410442,103.83149312374148,1.3105190500950636,103.83157663459096
103000747,DRAYCOTT PARK,D,2,10,19,1.3105190500950636 103.83157663459096 1.3101476274410442 103.83149312374148,1.3105190500950636,103.83157663459096,1.3101476274410442,103.83149312374148
103000750,LADY HILL ROAD,E,2,10,19,1.3103806026536704 103.8241463378636 1.3105467476055914 103.82289491045184,1.3103806026536704,103.8241463378636,1.3105467476055914,103.82289491045184
103000751,LADY HILL ROAD,E,2,10,19,1.3105467476055914 103.82289491045184 1.3103806026536704 103.8241463378636,1.3105467476055914,103.82289491045184,1.3103806026536704,103.8241463378636
103000754,PASAR LANE,E,2,10,19,1.3049729085760269 103.85548999567351 1.305445507613457 103.85592178752432,1.3049729085760269,103.85548999567351,1.305445507613457,103.85592178752432
